HGNC_symbol	ENSTranscript
ZNF558	ENST00000301475
ZNF570	ENST00000330173
BROX	ENST00000340934
AXDND1	ENST00000367618
CIART	ENST00000290363
ANKRD35	ENST00000355594
ATP1A4	ENST00000368081
IL23R	ENST00000347310
LRRC71	ENST00000337428
LSM14B	ENST00000279068
AIFM3	ENST00000399167
TEKT4	ENST00000295201
PROM2	ENST00000317668
ANKAR	ENST00000520309
PUS10	ENST00000316752
SEPT10	ENST00000397712
KLHL23	ENST00000392647
SLC23A3	ENST00000295738
RMDN2	ENST00000234195
EFHB	ENST00000295824
CCDC12	ENST00000425441
IL20RB	ENST00000329582
SPICE1	ENST00000295872
CCDC13	ENST00000310232
JAKMIP1	ENST00000282924
THAP6	ENST00000311638
SPEF2	ENST00000282469
ZMAT2	ENST00000274712
TTC23L	ENST00000505624
RNF145	ENST00000274542
CRYGN	ENST00000337323
RBM11	ENST00000400577
APOA1BP	ENST00000368235
PROKR2	ENST00000217270
SMCR8	ENST00000406438
SCEL	ENST00000349847
MBNL2	ENST00000345429
PEBP4	ENST00000256404
FAM91A1	ENST00000334705
TRMT10B	ENST00000297994
TTC16	ENST00000373289
FREM1	ENST00000422223
ARHGAP36	ENST00000276211
RIBC1	ENST00000457095
ZDHHC15	ENST00000373367
CXorf38	ENST00000327877
LDHAL6A	ENST00000280706
DENND5B	ENST00000389082
CCDC122	ENST00000444614
SLFN5	ENST00000299977
ZNF564	ENST00000339282
DENND1B	ENST00000367396
CCDC138	ENST00000295124
RBM46	ENST00000281722
C6orf118	ENST00000230301
IMMP1L	ENST00000278200
ZFC3H1	ENST00000378743
VSTM4	ENST00000298454
U2AF1L4	ENST00000292879
ALG14	ENST00000370205
SLFNL1	ENST00000359345
TSPEAR	ENST00000323084
VWA3B	ENST00000477737
ANKRD23	ENST00000318357
FLCN	ENST00000285071
CENPX	ENST00000306704
LRRC45	ENST00000306688
RANBP3L	ENST00000296604
STK32A	ENST00000541094
TSNARE1	ENST00000307180
ADAM32	ENST00000379907
SUSD3	ENST00000375472
NLRP11	ENST00000443188
YPEL4	ENST00000300022
ENKUR	ENST00000331161
ZNF25	ENST00000302609
C11orf45	ENST00000310799
HYLS1	ENST00000356438
MRGPRF	ENST00000309099
GLYATL2	ENST00000287275
PPP1R32	ENST00000338608
DDIAS	ENST00000533655
FAM124A	ENST00000280057
CFAP53	ENST00000398545
MARCH8	ENST00000319836
CCDC7	ENST00000362006
CES5A	ENST00000319165
SPATS1	ENST00000323108
KIF6	ENST00000287152
ARMC12	ENST00000288065
C6orf136	ENST00000376471
PPP1R35	ENST00000292330
FBXL13	ENST00000313221
TOR1AIP2	ENST00000367612
NXPE3	ENST00000273347
DRC1	ENST00000288710
CENPBD1	ENST00000314994
PRKCDBP	ENST00000303927
TMEM106A	ENST00000331615
NEIL2	ENST00000284503
ZNF501	ENST00000396048
CCDC151	ENST00000356392
CALR3	ENST00000269881
OSCP1	ENST00000235532
PACRGL	ENST00000360916
UBLCP1	ENST00000296786
RNF183	ENST00000441031
UPRT	ENST00000373383
UBQLNL	ENST00000380184
CFAP52	ENST00000352665
C18orf25	ENST00000282059
DACT3	ENST00000391916
CDC42EP5	ENST00000301200
RILPL2	ENST00000280571
FUK	ENST00000288078
SKA1	ENST00000285116
SKA3	ENST00000314759
ZUFSP	ENST00000368576
OARD1	ENST00000424266
STAC3	ENST00000332782
PELI3	ENST00000320740
TRPV3	ENST00000576742
NSMCE1	ENST00000361439
MAP2K3	ENST00000342679
FAM200A	ENST00000449309
ZSCAN25	ENST00000394152
NAV2	ENST00000349880
PJA1	ENST00000361478
CHURC1	ENST00000607599
ZBTB47	ENST00000457842
PIGM	ENST00000368090
SDR42E1	ENST00000328945
SFT2D1	ENST00000361731
CFAP70	ENST00000310715
WDR63	ENST00000294664
DIRAS1	ENST00000323469
DNAJB7	ENST00000307221
FAM84A	ENST00000295092
SLC2A12	ENST00000275230
DHRSX	ENST00000334651
ATOH7	ENST00000373673
MAP2K7	ENST00000397979
CABP4	ENST00000325656
NAPRT	ENST00000426292
PRAP1	ENST00000423766
CSNK1A1L	ENST00000379800
SENP8	ENST00000340912
HMGB4	ENST00000519684
VTI1A	ENST00000393077
SPATA5	ENST00000274008
MBD3L1	ENST00000305625
MRPL30	ENST00000338148
TRIM11	ENST00000284551
ATP6V0E2	ENST00000456496
EFCAB11	ENST00000316738
CTU1	ENST00000421832
ZNF625	ENST00000455799
FANK1	ENST00000368695
B3GNT7	ENST00000287590
ZSCAN20	ENST00000361328
PRRT2	ENST00000358758
WDR31	ENST00000374193
OMA1	ENST00000371226
DDIT4L	ENST00000273990
EVI5L	ENST00000270530
FRA10AC1	ENST00000359204
SFR1	ENST00000369729
SPACA7	ENST00000283550
RNASE11	ENST00000610205
STYX	ENST00000354586
ZG16B	ENST00000382280
UBALD1	ENST00000283474
TMEM170A	ENST00000561878
MRPL10	ENST00000351111
LRRC25	ENST00000339007
CCSAP	ENST00000284617
ACVR1C	ENST00000243349
OSR1	ENST00000272223
DNAJC19	ENST00000382564
GLYCTK	ENST00000305690
SPATA18	ENST00000295213
CCDC127	ENST00000296824
NUDCD2	ENST00000302764
SDHAF4	ENST00000370474
SSMEM1	ENST00000297819
FAM92A	ENST00000518322
PRR35	ENST00000409413
ZNF688	ENST00000223459
C17orf50	ENST00000285023
CD300LG	ENST00000317310
TMEM99	ENST00000301665
ZNF563	ENST00000293725
GCSAML	ENST00000366488
MOB3C	ENST00000271139
METTL21A	ENST00000448007
SLC25A48	ENST00000412661
NXNL2	ENST00000375855
FAM122B	ENST00000370790
NKX2-3	ENST00000344586
ZNF519	ENST00000590202
ZNF296	ENST00000303809
ADGRA3	ENST00000334304
ZBTB49	ENST00000337872
GALNTL5	ENST00000392800
WDR90	ENST00000549091
ZNF627	ENST00000361113
CADM4	ENST00000222374
ZNF626	ENST00000291750
APOBEC3F	ENST00000308521
TVP23C	ENST00000225576
C7orf33	ENST00000307003
SLC25A43	ENST00000217909
C10orf35	ENST00000373279
RTKN2	ENST00000373789
ZNF485	ENST00000361807
RASGEF1A	ENST00000395810
UCMA	ENST00000378681
LACE1	ENST00000368977
TMEM217	ENST00000336655
MAP3K7	ENST00000369329
UBXN11	ENST00000374217
APOL2	ENST00000249066
APOL3	ENST00000397287
TBC1D31	ENST00000287380
SLC15A4	ENST00000266771
MUC15	ENST00000455601
SCGB1C1	ENST00000342878
WFDC5	ENST00000372789
RDM1	ENST00000293273
GSX1	ENST00000302945
SPESP1	ENST00000310673
IL27	ENST00000356897
APOL4	ENST00000404685
SPANXA2	ENST00000370518
YWHAZ	ENST00000395958
ATPAF2	ENST00000474627
LPIN1	ENST00000256720
NUF2	ENST00000271452
ACBD5	ENST00000396271
APOBEC3A	ENST00000249116
CDCA4	ENST00000392590
TIGD1	ENST00000408957
TIGD2	ENST00000317005
TIGD3	ENST00000309880
TIGD4	ENST00000304337
SYNM	ENST00000336292
MRPL24	ENST00000368211
GSTA1	ENST00000334575
PHLDB2	ENST00000412622
KIFC2	ENST00000301332
TTC21A	ENST00000301819
ZNF396	ENST00000306346
GFRA4	ENST00000290417
MGST1	ENST00000396209
OSBPL7	ENST00000007414
SEPT6	ENST00000360156
TRAF6	ENST00000348124
ABTB2	ENST00000435224
ISL2	ENST00000290759
ZNF511	ENST00000361518
NTN5	ENST00000270235
MTPN	ENST00000393085
CACNG5	ENST00000307139
CRYZL1	ENST00000381554
PDCD10	ENST00000497056
EDARADD	ENST00000334232
ANKS4B	ENST00000311620
LTC4S	ENST00000292596
GSTZ1	ENST00000216465
PIDD1	ENST00000347755
RBFOX1	ENST00000311745
KLK12	ENST00000319590
HMGA1	ENST00000311487
ZNF23	ENST00000393539
NFAM1	ENST00000329021
SLC5A8	ENST00000536262
ZSCAN21	ENST00000292450
EVC2	ENST00000344408
ZNRF2	ENST00000323037
ALS2CL	ENST00000318962
NCR3	ENST00000340027
BVES	ENST00000446408
ITSN2	ENST00000406921
SGMS1	ENST00000361781
C9orf24	ENST00000379126
PPP3R2	ENST00000374806
TNFRSF10B	ENST00000276431
FBXO22	ENST00000308275
FAM110B	ENST00000361488
CERS5	ENST00000317551
MMP21	ENST00000368808
DMBX1	ENST00000371956
GLIS1	ENST00000312233
ANKRD18A	ENST00000399703
TMIE	ENST00000326431
WFDC11	ENST00000324384
WFDC9	ENST00000326000
MRGPRX1	ENST00000302797
TRAF3IP2	ENST00000368761
RPP25L	ENST00000297613
CCL28	ENST00000361115
SMC1B	ENST00000357450
SVIP	ENST00000354193
BOD1L1	ENST00000040738
NPB	ENST00000333383
SDR9C7	ENST00000293502
TIRAP	ENST00000392678
PSMB8	ENST00000374882
NSUN5	ENST00000438747
HUS1B	ENST00000380907
CLDN19	ENST00000296387
OTOS	ENST00000319460
OXER1	ENST00000378661
TNFRSF25	ENST00000377782
GJD3	ENST00000578689
TAS1R3	ENST00000339381
IPMK	ENST00000373935
TAS1R2	ENST00000375371
ZMAT3	ENST00000432729
CDC42EP1	ENST00000249014
DEFB105A	ENST00000334773
DEFB106A	ENST00000335186
TICRR	ENST00000560985
RPUSD2	ENST00000315616
TMEM263	ENST00000280756
ZNF439	ENST00000304030
TPM3	ENST00000368530
SLC39A13	ENST00000354884
BTF3L4	ENST00000313334
FAAP24	ENST00000588258
RNF185	ENST00000326132
PARS2	ENST00000371279
C12orf65	ENST00000253233
SLFN11	ENST00000308377
LONRF1	ENST00000398246
CHMP7	ENST00000397677
FAM58A	ENST00000406277
TTC30A	ENST00000355689
UBTD2	ENST00000393792
TCEAL7	ENST00000332431
ZNF585B	ENST00000532828
SYT11	ENST00000368324
GORAB	ENST00000367763
PXYLP1	ENST00000393010
ZFP62	ENST00000359141
CHMP4C	ENST00000297265
ARRDC1	ENST00000371421
PNPLA7	ENST00000277531
ZNF276	ENST00000289816
ORAI3	ENST00000318663
ZNF561	ENST00000302851
C1orf158	ENST00000288048
MUC7	ENST00000304887
TRMT10A	ENST00000273962
TADA2B	ENST00000310074
TARS	ENST00000265112
ATP1A3	ENST00000302102
NCAPH2	ENST00000420993
RAB42	ENST00000373826
POGLUT1	ENST00000295588
TRMT61A	ENST00000389749
RMI2	ENST00000312499
PIK3AP1	ENST00000339364
ELOVL3	ENST00000370005
CLRN3	ENST00000368671
LARGE2	ENST00000531526
NXPE1	ENST00000251921
ARL14EP	ENST00000282032
DEPDC4	ENST00000416321
C12orf45	ENST00000552951
C12orf54	ENST00000314014
ZNF641	ENST00000301042
ERP27	ENST00000266397
SPIC	ENST00000299272
TEX29	ENST00000283547
TEX26	ENST00000380473
ANKRD9	ENST00000286918
AK7	ENST00000267584
ACOT4	ENST00000326303
TC2N	ENST00000340892
TARSL2	ENST00000335968
TMEM266	ENST00000388942
AGBL1	ENST00000441037
C16orf46	ENST00000299578
ZG16	ENST00000400752
SPATA2L	ENST00000289805
PAQR4	ENST00000318782
CDYL2	ENST00000570137
SPATA32	ENST00000331780
LSM12	ENST00000591247
ANKRD13B	ENST00000394859
SLC43A2	ENST00000382147
EFCAB13	ENST00000331493
KRT222	ENST00000394052
SLC5A10	ENST00000395647
FAM210A	ENST00000402563
CLDND2	ENST00000291715
ZNF285	ENST00000330997
ZNF441	ENST00000357901
ZNF491	ENST00000323169
ZNF440	ENST00000304060
IZUMO2	ENST00000293405
CPT1C	ENST00000323446
ZNF573	ENST00000339503
EID2B	ENST00000326282
TNFAIP8L1	ENST00000327473
ANKLE1	ENST00000394458
KDF1	ENST00000320567
KLHDC9	ENST00000368011
MAB21L3	ENST00000369500
SLC44A3	ENST00000467909
FAM213B	ENST00000419916
MYOM3	ENST00000374434
ZNF684	ENST00000372699
C1orf216	ENST00000270815
KLHDC7A	ENST00000400664
UBXN10	ENST00000375099
C1orf87	ENST00000371201
C1orf131	ENST00000366651
TBX15	ENST00000207157
XIRP2	ENST00000409195
DIS3L2	ENST00000325385
BBS5	ENST00000295240
CLHC1	ENST00000401408
SGPP2	ENST00000321276
KCTD18	ENST00000359878
TMEM178A	ENST00000281961
PQLC3	ENST00000295083
AHSA2	ENST00000357022
KLHL40	ENST00000287777
ERICH6	ENST00000295910
NUDT16	ENST00000359850
METTL6	ENST00000383790
IQCF1	ENST00000310914
OCIAD2	ENST00000273860
TMEM155	ENST00000337677
C4orf32	ENST00000309733
PDCL2	ENST00000295645
TRAM1L1	ENST00000310754
EGFLAM	ENST00000322350
UGT3A1	ENST00000274278
JMY	ENST00000396137
AFAP1L1	ENST00000296721
GRPEL2	ENST00000329271
POC5	ENST00000446329
C5orf24	ENST00000338051
PACRG	ENST00000337019
ZNF786	ENST00000491431
ZNF572	ENST00000319286
GOT1L1	ENST00000307599
BHLHE22	ENST00000321870
VPS37A	ENST00000324849
NDUFAF6	ENST00000396124
TMEM68	ENST00000334667
DCAF4L2	ENST00000319675
HGSNAT	ENST00000379644
CARNMT1	ENST00000376834
FAM69B	ENST00000371692
MUM1L1	ENST00000337685
AMER1	ENST00000330258
APOBEC3D	ENST00000216099
FGFBP3	ENST00000311575
OR51E1	ENST00000396952
PIWIL4	ENST00000299001
ARHGAP42	ENST00000298815
KBTBD3	ENST00000526793
CWF19L2	ENST00000282251
AMDHD1	ENST00000266736
GLIPR1L2	ENST00000320460
ZNF664	ENST00000538932
BEST3	ENST00000488961
C12orf66	ENST00000398055
FBXL14	ENST00000339235
RAD9B	ENST00000392672
RDH12	ENST00000551171
FAM161B	ENST00000286544
CEP128	ENST00000281129
LRFN5	ENST00000298119
TERB2	ENST00000340827
LYSMD4	ENST00000344791
FAM81A	ENST00000288228
TMCO5A	ENST00000319669
ZSCAN29	ENST00000396976
IL34	ENST00000429149
ZNF597	ENST00000301744
ZNF785	ENST00000395216
C16orf89	ENST00000315997
C17orf77	ENST00000392620
SLC35G3	ENST00000297307
TMEM199	ENST00000292114
PROCA1	ENST00000301039
KLHL10	ENST00000293303
TMC8	ENST00000318430
RNF165	ENST00000269439
ERVV-1	ENST00000602168
C19orf18	ENST00000314391
ZNF417	ENST00000312026
ZNF560	ENST00000301480
ZNF565	ENST00000304116
ZNF583	ENST00000333201
TTC9B	ENST00000311308
FAM187B	ENST00000324675
C19orf25	ENST00000588871
ZNF569	ENST00000316950
C1orf74	ENST00000294811
SAMD11	ENST00000342066
TMEM56	ENST00000370203
UBE2U	ENST00000371076
B3GALNT2	ENST00000366600
PM20D1	ENST00000367136
CCDC27	ENST00000294600
ZNF362	ENST00000539719
DCST1	ENST00000295542
CNIH3	ENST00000272133
MANEAL	ENST00000329006
CFAP57	ENST00000528956
CCDC24	ENST00000372318
PYHIN1	ENST00000368140
MROH8	ENST00000343811
C20orf196	ENST00000303142
LCA5L	ENST00000380671
HORMAD2	ENST00000336726
DUSP18	ENST00000334679
ENTHD1	ENST00000325157
MEI1	ENST00000401548
CKAP2L	ENST00000302450
COMMD1	ENST00000311832
TTC30B	ENST00000408939
KANSL1L	ENST00000281772
ZNF385B	ENST00000410066
ARL6IP6	ENST00000326446
CCNYL1	ENST00000392209
SGO2	ENST00000357799
ALS2CR11	ENST00000286195
PARD3B	ENST00000406610
SLC16A14	ENST00000295190
WDSUB1	ENST00000392796
GPR155	ENST00000392552
XXYLT1	ENST00000310380
C3orf22	ENST00000318225
FGD5	ENST00000285046
C3orf30	ENST00000295622
SCFD2	ENST00000401642
PPM1K	ENST00000608933
C4orf45	ENST00000434826
TRMT44	ENST00000389737
RASGEF1B	ENST00000264400
SRFBP1	ENST00000339397
BTNL9	ENST00000327705
FAM81B	ENST00000283357
CCDC112	ENST00000395557
SH3RF2	ENST00000359120
SNRNP48	ENST00000342415
RNF217	ENST00000359704
BMT2	ENST00000297145
ZNF746	ENST00000458143
IQCE	ENST00000402050
WBSCR27	ENST00000297873
CDCA2	ENST00000330560
FAM86C1	ENST00000346333
ATP6V0D2	ENST00000285393
NKX6-3	ENST00000524115
C9orf66	ENST00000382387
LINGO2	ENST00000379992
C9orf163	ENST00000354376
AK8	ENST00000298545
RASEF	ENST00000376447
TTC39B	ENST00000355694
ZNF645	ENST00000323684
FMR1NB	ENST00000370467
MOSPD2	ENST00000380492
CT45A2	ENST00000370736
HSFY1	ENST00000309834
RBMY1F	ENST00000303766
USP54	ENST00000408019
C11orf65	ENST00000393084
TMTC2	ENST00000321196
C12orf50	ENST00000298699
LMNTD1	ENST00000282881
CCDC63	ENST00000308208
SYNE3	ENST00000334258
SPRED1	ENST00000299084
PGBD4	ENST00000397766
EXD1	ENST00000314992
FSIP1	ENST00000350221
MARCH10	ENST00000311269
MFSD6L	ENST00000329805
ZNF579	ENST00000325421
ZNF709	ENST00000397732
ZNF567	ENST00000360729
ZNF383	ENST00000352998
ZNF781	ENST00000358582
ZNF540	ENST00000592533
LEXM	ENST00000358193
SDE2	ENST00000272091
CNST	ENST00000366513
CCDC185	ENST00000366875
LRRN4	ENST00000378858
CCDC116	ENST00000292779
WBP2NL	ENST00000328823
C2orf57	ENST00000313965
PARP15	ENST00000310366
TRIM42	ENST00000286349
RNF168	ENST00000318037
BBS12	ENST00000314218
TRIM60	ENST00000512596
SGMS2	ENST00000394686
MIER3	ENST00000381213
CDC20B	ENST00000296733
DCP2	ENST00000389063
ZNF366	ENST00000318442
ZNF92	ENST00000328747
SNX31	ENST00000311812
GLIS3	ENST00000324333
FAM46D	ENST00000308293
FAM47B	ENST00000329357
CFAP47	ENST00000297866
TCEANC	ENST00000314720
OIT3	ENST00000334011
METTL15	ENST00000342303
METTL7B	ENST00000394252
CCER1	ENST00000358859
DCP1B	ENST00000280665
ARID2	ENST00000334344
KNDC1	ENST00000368572
FAM24B	ENST00000368898
FAM227B	ENST00000299338
MLKL	ENST00000308807
ZNF48	ENST00000320159
UBE2E2	ENST00000396703
DAND5	ENST00000317060
ZNF585A	ENST00000292841
GGN	ENST00000334928
THAP8	ENST00000292894
FAM76A	ENST00000373954
RALGPS2	ENST00000367635
TCTEX1D1	ENST00000282670
PLD5	ENST00000442594
NANP	ENST00000304788
TEX37	ENST00000303254
SLC51A	ENST00000296327
MUC20	ENST00000320736
FBXO15	ENST00000269500
ZSCAN4	ENST00000318203
DENND6A	ENST00000311128
SLC10A4	ENST00000273861
TMEM154	ENST00000304385
RWDD4	ENST00000326397
PRIMPOL	ENST00000314970
DNAJC18	ENST00000302060
GAPT	ENST00000396776
KHDRBS2	ENST00000281156
C1GALT1C1	ENST00000371313
ZCCHC5	ENST00000321110
ZNF449	ENST00000339249
SLC44A5	ENST00000370855
AMER3	ENST00000423981
SENP5	ENST00000323460
ABCA13	ENST00000435803
SAMD9L	ENST00000318238
AMER2	ENST00000381853
C7orf62	ENST00000297203
SLC25A16	ENST00000609923
STOX1	ENST00000298596
TBATA	ENST00000299290
STT3A	ENST00000392708
TBCEL	ENST00000422003
PATL1	ENST00000300146
VWCE	ENST00000335613
SPERT	ENST00000310521
DOK6	ENST00000382713
HEPACAM	ENST00000298251
CCDC89	ENST00000316398
SLC39A12	ENST00000377374
MICU2	ENST00000382374
CPNE2	ENST00000290776
NT5DC1	ENST00000319550
TBC1D32	ENST00000398212
BEND6	ENST00000370746
RSPH9	ENST00000372163
C6orf89	ENST00000355190
ZBTB9	ENST00000395064
RNF182	ENST00000488300
HOXA9	ENST00000343483
HIBADH	ENST00000265395
GPC2	ENST00000292377
BRAT1	ENST00000340611
SDK1	ENST00000404826
NXPH1	ENST00000405863
KIAA1324L	ENST00000416314
CDHR3	ENST00000317716
BEND7	ENST00000341083
SCUBE3	ENST00000274938
SEMA3D	ENST00000284136
CNPY4	ENST00000262932
RICTOR	ENST00000357387
YTHDF3	ENST00000539294
LRRC43	ENST00000339777
SNX32	ENST00000308342
CXorf58	ENST00000379211
TSGA10IP	ENST00000608857
AKNAD1	ENST00000370001
MEIOB	ENST00000397344
C8orf46	ENST00000305454
TMEM256	ENST00000302422
CBARP	ENST00000215376
C4orf22	ENST00000358105
TCP11L2	ENST00000299045
TCTEX1D2	ENST00000325318
TMEM196	ENST00000405764
CCDC110	ENST00000307588
MFSD8	ENST00000296468
GLIPR1L1	ENST00000312442
MAP7D2	ENST00000379651
HEATR9	ENST00000311880
SUN3	ENST00000395572
D2HGDH	ENST00000321264
CATSPERD	ENST00000381624
GCSAM	ENST00000308910
C9orf43	ENST00000288462
TAB3	ENST00000378933
ANKS1B	ENST00000547776
ZNF555	ENST00000334241
ASPRV1	ENST00000320256
MTURN	ENST00000324453
FAM89B	ENST00000316409
C9orf69	ENST00000561457
TMEM18	ENST00000281017
PDIK1L	ENST00000374271
MS4A6A	ENST00000323961
WTAP	ENST00000337387
NKAIN4	ENST00000370316
MS4A1	ENST00000534668
DGKD	ENST00000264057
PTK7	ENST00000349241
COL22A1	ENST00000303045
CHST13	ENST00000319340
COL24A1	ENST00000370571
PRSS33	ENST00000293851
LRWD1	ENST00000292616
UHRF2	ENST00000276893
FERD3L	ENST00000275461
MAGI3	ENST00000369615
PYDC1	ENST00000302964
TIPRL	ENST00000367833
KBTBD6	ENST00000379485
SPECC1	ENST00000395529
TANGO2	ENST00000327374
SLC47A2	ENST00000325411
ZNF548	ENST00000366197
PAOX	ENST00000278060
MTIF3	ENST00000381120
TMEM130	ENST00000339375
NATD1	ENST00000399011
GLT8D1	ENST00000394783
ZNF268	ENST00000541009
RBM45	ENST00000286070
PXT1	ENST00000454782
PPP1R21	ENST00000281394
NFXL1	ENST00000381538
ST6GALNAC3	ENST00000328299
FDCSP	ENST00000317987
STEAP2	ENST00000287908
APCDD1	ENST00000355285
GPR156	ENST00000315843
NAGS	ENST00000293404
ODF4	ENST00000328248
NADK2	ENST00000282512
TMEM74	ENST00000297459
ZFP3	ENST00000318833
RBM24	ENST00000318204
TMEM52B	ENST00000298530
SPATA33	ENST00000301031
PRICKLE1	ENST00000345127
FAM218A	ENST00000513876
ZNF75A	ENST00000574298
N4BP1	ENST00000262384
KCTD7	ENST00000275532
ZNF488	ENST00000494156
TCEANC2	ENST00000234827
FAM26D	ENST00000368597
CCDC140	ENST00000295226
C15orf32	ENST00000333334
KDM1B	ENST00000397244
TMEM268	ENST00000374049
TDRD9	ENST00000409874
NUDT10	ENST00000376006
CADM2	ENST00000405615
JAML	ENST00000292067
AEBP2	ENST00000266508
IQCK	ENST00000320394
KIF19	ENST00000389916
USP43	ENST00000285199
TTC39C	ENST00000304621
GJB4	ENST00000339480
ARHGEF19	ENST00000270747
FBLN7	ENST00000331203
LSMEM2	ENST00000316436
POU5F2	ENST00000510627
TMEM174	ENST00000296776
LACC1	ENST00000325686
ZNF524	ENST00000301073
CILP2	ENST00000291495
CEP120	ENST00000328236
SBSPON	ENST00000297354
SLC35G1	ENST00000427197
ANKFN1	ENST00000318698
TMEM92	ENST00000507382
FBXO39	ENST00000321535
EID2	ENST00000390658
LIX1	ENST00000274382
TXLNB	ENST00000358430
GIMAP7	ENST00000313543
TMEM252	ENST00000377311
NPHP3	ENST00000337331
C10orf111	ENST00000378207
C6orf223	ENST00000336600
SLC29A4	ENST00000297195
ZDHHC20	ENST00000382466
BRWD3	ENST00000373275
SIPA1	ENST00000394224
TTLL10	ENST00000379288
MCM9	ENST00000316068
PROSER2	ENST00000277570
ZNF461	ENST00000588268
MCOLN2	ENST00000370608
LRRC57	ENST00000397130
CNEP1R1	ENST00000458059
ZNF549	ENST00000240719
EML3	ENST00000394773
TMEM151A	ENST00000327259
MAMDC2	ENST00000377182
PLCXD2	ENST00000393934
C20orf96	ENST00000360321
KLHL34	ENST00000379499
SNX33	ENST00000308527
IP6K1	ENST00000321599
BEST4	ENST00000372207
HYAL1	ENST00000320295
DEFB119	ENST00000376321
DEFB123	ENST00000376309
DEFB125	ENST00000382410
ALDH16A1	ENST00000293350
DNAJB8	ENST00000319153
KCTD6	ENST00000355076
ERI1	ENST00000250263
TCEAL8	ENST00000372685
SCARF2	ENST00000266214
PSTK	ENST00000368887
SNX20	ENST00000300590
GGT6	ENST00000301395
PUSL1	ENST00000379031
ATXN7L2	ENST00000369870
RNF19B	ENST00000373456
ENPP6	ENST00000296741
TMEM139	ENST00000409541
BEND2	ENST00000380033
TMEM86A	ENST00000280734
FBXL16	ENST00000397621
LRRC34	ENST00000316515
TMEM161B	ENST00000296595
TBC1D21	ENST00000300504
SLC16A11	ENST00000308009
ZNF791	ENST00000343325
APCDD1L	ENST00000371149
NIM1K	ENST00000326035
PRSS35	ENST00000369700
ZNF679	ENST00000421025
FAM71C	ENST00000324341
TAPT1	ENST00000405303
SVEP1	ENST00000401783
ZCCHC24	ENST00000372336
GJD4	ENST00000321660
MFSD4B	ENST00000368847
PI16	ENST00000373674
LNX2	ENST00000316334
LYSMD2	ENST00000267838
CCDC96	ENST00000310085
LRIG3	ENST00000320743
ZNF41	ENST00000377065
PITX2	ENST00000355080
GPR26	ENST00000284674
KIR3DL3	ENST00000291860
OR5P2	ENST00000329434
OR5P3	ENST00000328375
B4GALNT2	ENST00000300404
NLRP5	ENST00000390649
ESX1	ENST00000372588
SLC2A14	ENST00000396589
MED19	ENST00000337672
ORAOV1	ENST00000279147
VGLL2	ENST00000352536
HS6ST3	ENST00000376705
UXT	ENST00000335890
IL17RE	ENST00000383814
NUP155	ENST00000231498
LDHD	ENST00000300051
MDGA1	ENST00000434837
MAGEA2B	ENST00000331220
MAGEA2B	ENST00000543232
MAGEA2B	ENST00000393876
MAGEA2B	ENST00000370293
MAGEA2B	ENST00000393872
MAGEA2B	ENST00000370284
TAB1	ENST00000331454
COG7	ENST00000307149
CRYBG3	ENST00000182096
FAM71A	ENST00000294829
CREBRF	ENST00000296953
ZNF114	ENST00000315849
TMPRSS6	ENST00000346753
CMYA5	ENST00000446378
CYB561A3	ENST00000294072
HS3ST5	ENST00000411826
LPCAT4	ENST00000314891
DNAJB13	ENST00000339764
RGL4	ENST00000290691
SEMA6D	ENST00000316364
CPNE8	ENST00000331366
CPNE9	ENST00000383832
PANK2	ENST00000316562
SLC24A4	ENST00000298877
PIGP	ENST00000464265
PIANP	ENST00000320591
LCORL	ENST00000326877
IKBIP	ENST00000299157
ZFP1	ENST00000464850
C2orf69	ENST00000319974
FAM43A	ENST00000329759
HTRA4	ENST00000302495
SYCP3	ENST00000392927
ZNF367	ENST00000375256
ANKRD44	ENST00000409919
AAED1	ENST00000375234
GSTA5	ENST00000284562
STRC	ENST00000450892
ELMOD2	ENST00000323570
PODN	ENST00000312553
TMEM67	ENST00000453321
KDELC2	ENST00000323468
SETD9	ENST00000285947
SAXO1	ENST00000380534
RTP1	ENST00000312295
STKLD1	ENST00000371957
FAM26E	ENST00000368599
TTL	ENST00000233336
LIX1L	ENST00000369308
C10orf67	ENST00000323327
HSFY2	ENST00000304790
EVC	ENST00000264956
NUP62	ENST00000597029
DPM3	ENST00000368400
ZDHHC14	ENST00000414563
PIGC	ENST00000258324
KCNC2	ENST00000350228
FNDC5	ENST00000373471
NAP1L5	ENST00000323061
CABYR	ENST00000415309
TAF1L	ENST00000242310
CACUL1	ENST00000369151
PHF13	ENST00000377648
ZFPM1	ENST00000319555
SNX14	ENST00000314673
PEX10	ENST00000288774
RASGRP2	ENST00000354024
H1FOO	ENST00000324382
ADGRG4	ENST00000394143
ADGRF3	ENST00000333478
CREG2	ENST00000324768
ADGRG5	ENST00000340339
ADGRF4	ENST00000283303
ADGRF2	ENST00000467205
ADGRF1	ENST00000371253
SIAE	ENST00000545756
RASGRP4	ENST00000454404
KMT2C	ENST00000262189
MLX	ENST00000246912
HIST1H2BA	ENST00000274764
CBLB	ENST00000264122
MEIS2	ENST00000444725
NMRK2	ENST00000168977
SKP1	ENST00000353411
TAC4	ENST00000334568
RASAL2	ENST00000448150
LMNA	ENST00000368300
WDR17	ENST00000393643
DAZAP1	ENST00000336761
